"Store","$/lb","lb sold"
"CHICAGO - DOMINICK",3.248671,5268
"CHICAGO - DOMINICK",3.25177,5084
"CHICAGO - DOMINICK",3.254301,4825
"CHICAGO - DOMINICK",3.256916,5675
"CHICAGO - DOMINICK",3.257118,5690
"CHICAGO - DOMINICK",3.258322,5377
"CHICAGO - DOMINICK",3.260206,4654
"CHICAGO - DOMINICK",3.260794,6369
"CHICAGO - DOMINICK",3.261254,4976
"CHICAGO - DOMINICK",3.290896,5734
"CHICAGO - DOMINICK",3.293924,5151
"CHICAGO - DOMINICK",3.293942,5695
"CHICAGO - JEWEL",1.320004,90374
"CHICAGO - JEWEL",1.320011,80541
"CHICAGO - JEWEL",1.765099,148109
"CHICAGO - JEWEL",1.986648,48983
"CHICAGO - JEWEL",1.98667,50786
"CHICAGO - JEWEL",1.986674,42774
"CHICAGO - JEWEL",1.986676,47658
"CHICAGO - JEWEL",2.386668,26418
"CHICAGO - JEWEL",2.400172,31314
"CHICAGO - JEWEL",2.605776,24514
"CHICAGO - JEWEL",2.653375,25405
"CHICAGO - JEWEL",2.664212,39522
"CHICAGO - JEWEL",2.693804,73969
"CHICAGO - JEWEL",2.702107,82053
"CHICAGO - JEWEL",2.704049,76185
"CHICAGO - JEWEL",2.72105,22556
"CHICAGO - JEWEL",2.991779,21286
"CHICAGO - JEWEL",3.009974,14437
"CHICAGO - JEWEL",3.011603,14393
"CHICAGO - JEWEL",3.014124,25984
"CHICAGO - JEWEL",3.017882,14540
"CHICAGO - JEWEL",3.022342,24975
"CHICAGO - JEWEL",3.032956,20482
"CHICAGO - JEWEL",3.038049,42550
"CHICAGO - JEWEL",3.059344,19429
"CHICAGO - JEWEL",3.099253,14317
"CHICAGO - JEWEL",3.106413,12630
"CHICAGO - JEWEL",3.108897,14454
"CHICAGO - JEWEL",3.111345,16148
"CHICAGO - JEWEL",3.128322,11892
"CHICAGO - JEWEL",3.129926,16140
"CHICAGO - JEWEL",3.177704,11114
"CHICAGO - JEWEL",3.214593,11156
"CHICAGO - JEWEL",3.230946,13934
"CHICAGO - JEWEL",3.231595,12673
"CHICAGO - JEWEL",3.251214,10911
"CHICAGO - JEWEL",3.253422,15780
"CHICAGO - JEWEL",3.259193,10687
"CHICAGO - JEWEL",3.259345,13376
"CHICAGO - JEWEL",3.26402,12518
"CHICAGO - JEWEL",3.266376,11465
"CHICAGO - JEWEL",3.267288,11164
"CHICAGO - JEWEL",3.269305,9855
"CHICAGO - JEWEL",3.270094,13984
"CHICAGO - JEWEL",3.270391,13695
"CHICAGO - JEWEL",3.270969,14116
"CHICAGO - JEWEL",3.273681,11824
"CHICAGO - JEWEL",3.273899,12720
"CHICAGO - JEWEL",3.274341,12674
"CHICAGO - JEWEL",3.277131,12799
"CHICAGO - JEWEL",3.277168,19508
"CHICAGO - JEWEL",3.278625,13240
"CHICAGO - JEWEL",3.279779,12467
"CHICAGO - JEWEL",3.280386,11395
"CHICAGO - JEWEL",3.281343,11438
"CHICAGO - JEWEL",3.28158,12508
"CHICAGO - JEWEL",3.284201,11615
"CHICAGO - JEWEL",3.285909,12497
"CHICAGO - JEWEL",3.288123,25326
"CHICAGO - JEWEL",3.29064,11977
"CHICAGO - JEWEL",3.298003,10567
"CHICAGO - OMNI",1.706686,25996
"CHICAGO - OMNI",2.022042,12794
"CHICAGO - OMNI",2.16794,17673
"CHICAGO - OMNI",2.184153,10942
"CHICAGO - OMNI",2.223782,9116
"CHICAGO - OMNI",2.238632,13305
"CHICAGO - OMNI",2.239951,14803
"CHICAGO - OMNI",2.240006,14483
"CHICAGO - OMNI",2.302547,11347
"CHICAGO - OMNI",2.326059,10173
"CHICAGO - OMNI",2.373366,12548
"CHICAGO - OMNI",2.373373,8991
"CHICAGO - OMNI",2.386616,4498
"CHICAGO - OMNI",2.38692,2737
"CHICAGO - OMNI",2.445277,3070
"CHICAGO - OMNI",2.517949,4290
"CHICAGO - OMNI",2.546445,5781
"CHICAGO - OMNI",2.550994,5334
"CHICAGO - OMNI",2.555765,6366
"CHICAGO - OMNI",2.557053,3488
"CHICAGO - OMNI",2.560988,3804
"CHICAGO - OMNI",2.571922,3476
"CHICAGO - OMNI",2.596336,6114
"CHICAGO - OMNI",2.605207,3303
"CHICAGO - OMNI",2.607477,3638
"CHICAGO - OMNI",2.624207,3627
"CHICAGO - OMNI",2.626713,4013
"CHICAGO - OMNI",2.63356,2497
"CHICAGO - OMNI",2.651334,2587
"CHICAGO - OMNI",2.667237,2924
"CHICAGO - OMNI",2.667915,2403
"CHICAGO - OMNI",2.669831,2844
"CHICAGO - OMNI",2.678498,3409
"CHICAGO - OMNI",2.68343,3440
"CHICAGO - OMNI",2.685267,2939
"CHICAGO - OMNI",2.688085,3953
"CHICAGO - OMNI",2.688406,3450
"CHICAGO - OMNI",2.688468,3746
"CHICAGO - OMNI",2.690319,3791
"CHICAGO - OMNI",2.692752,3463
"CHICAGO - OMNI",2.695126,3057
"CHICAGO - OMNI",2.698977,5375
"CHICAGO - OMNI",2.699873,3925
"CHICAGO - OMNI",2.703045,2923
"CHICAGO - OMNI",2.704147,4340
"CHICAGO - OMNI",2.705077,3723
"CHICAGO - OMNI",2.706033,3133
"CHICAGO - OMNI",2.714041,2913
"CHICAGO - OMNI",2.715868,3611
"CHICAGO - OMNI",2.717879,2942
"CHICAGO - OMNI",2.720152,2630
"CHICAGO - OMNI",2.720326,3193
"CHICAGO - OMNI",2.722751,4101
"CHICAGO - OMNI",2.725076,4634
"CHICAGO - OMNI",2.726009,2949
"CHICAGO - OMNI",2.726054,2088
"CHICAGO - OMNI",2.726646,3479
"CHICAGO - OMNI",2.729588,2866
"CHICAGO - OMNI",2.736771,2948
"CHICAGO - OMNI",2.737109,3161
"CHICAGO - OMNI",2.7389,2455
"CHICAGO - OMNI",2.739941,3057
"CHICAGO - OMNI",2.740562,2278
"CHICAGO - OMNI",2.740873,2794
"CHICAGO - OMNI",2.742571,3500
"CHICAGO - OMNI",2.744209,3065
"CHICAGO - OMNI",2.755933,4298
"CHICAGO - OMNI",2.757895,3230
"CINCINNATI - KROGER CO",2.386453,5610
"CINCINNATI - KROGER CO",2.386598,9506
"CINCINNATI - KROGER CO",2.386698,6796
"CINCINNATI - KROGER CO",2.386736,12952
"CINCINNATI - KROGER CO",2.421125,5103
"CINCINNATI - KROGER CO",2.574834,7216
"CINCINNATI - KROGER CO",2.577543,6822
"CINCINNATI - KROGER CO",2.599974,7602
"CINCINNATI - KROGER CO",2.60666,6877
"CINCINNATI - KROGER CO",2.614931,6778
"CINCINNATI - KROGER CO",2.616486,8104
"CINCINNATI - KROGER CO",2.618147,8993
"CINCINNATI - KROGER CO",2.619353,8412
"CINCINNATI - KROGER CO",2.622437,6195
"CINCINNATI - KROGER CO",2.632074,7757
"CINCINNATI - KROGER CO",2.634557,8201
"CINCINNATI - KROGER CO",2.635423,8599
"CINCINNATI - KROGER CO",2.653087,6284
"CINCINNATI - KROGER CO",2.653113,5140
"CINCINNATI - KROGER CO",2.653165,4913
"CINCINNATI - KROGER CO",2.653185,6923
"CINCINNATI - KROGER CO",2.6532,6609
"CINCINNATI - KROGER CO",2.653201,5545
"CINCINNATI - KROGER CO",2.653241,7051
"CINCINNATI - KROGER CO",2.653282,6201
"CINCINNATI - KROGER CO",2.653318,6917
"CINCINNATI - KROGER CO",2.653363,8669
"CINCINNATI - KROGER CO",2.653369,6292
"CINCINNATI - KROGER CO",2.65344,6351
"CINCINNATI - KROGER CO",2.653445,6429
"CINCINNATI - KROGER CO",2.653506,5091
"CINCINNATI - KROGER CO",2.653515,6843
"CINCINNATI - KROGER CO",2.661831,6686
"CINCINNATI - KROGER CO",2.667034,7268
"CINCINNATI - KROGER CO",2.679052,5948
"CINCINNATI - KROGER CO",2.681143,5250
"CINCINNATI - KROGER CO",2.686961,5568
"CINCINNATI - KROGER CO",2.702023,6128
"CINCINNATI - KROGER CO",2.79848,6972
"CINCINNATI - KROGER CO",2.869379,4425
"CINCINNATI - KROGER CO",2.894338,5546
"CINCINNATI - KROGER CO",2.902458,5167
"CINCINNATI - KROGER CO",2.902885,3882
"CINCINNATI - KROGER CO",2.90429,4639
"CINCINNATI - KROGER CO",2.909579,3915
"CINCINNATI - KROGER CO",2.918845,4362
"CINCINNATI - KROGER CO",2.982403,7217
"CINCINNATI - KROGER CO",2.982777,5516
"CINCINNATI - KROGER CO",2.988778,4099
"CINCINNATI - KROGER CO",2.989159,5258
"CINCINNATI - KROGER CO",3.005917,4901
"CINCINNATI - KROGER CO",3.008114,4067
"CINCINNATI - KROGER CO",3.01245,4257
"CINCINNATI - KROGER CO",3.024566,5699
"CINCINNATI - KROGER CO",3.028645,3910
"CINCINNATI - KROGER CO",3.036643,5076
"CINCINNATI - KROGER CO",3.038879,4887
"CINCINNATI - KROGER CO",3.052259,3387
"CINCINNATI - KROGER CO",3.062437,3988
"CINCINNATI - KROGER CO",3.07915,5458
"CINCINNATI - KROGER CO",3.081948,6858
"CLEVELAND - STOP N SHOP",2.022495,8713
"CLEVELAND - STOP N SHOP",2.293552,7072
"CLEVELAND - STOP N SHOP",2.401805,5097
"CLEVELAND - STOP N SHOP",2.409449,6350
"CLEVELAND - STOP N SHOP",2.417989,5926
"CLEVELAND - STOP N SHOP",2.423712,5086
"CLEVELAND - STOP N SHOP",2.433194,6212
"CLEVELAND - STOP N SHOP",2.444217,5369
"CLEVELAND - STOP N SHOP",2.459341,4095
"CLEVELAND - STOP N SHOP",2.467967,4308
"CLEVELAND - STOP N SHOP",2.500401,3739
"CLEVELAND - STOP N SHOP",2.50975,4000
"CLEVELAND - STOP N SHOP",2.512153,2304
"CLEVELAND - STOP N SHOP",2.516801,3214
"CLEVELAND - STOP N SHOP",2.536146,3223
"CLEVELAND - STOP N SHOP",2.543565,5486
"CLEVELAND - STOP N SHOP",2.55512,3320
"CLEVELAND - STOP N SHOP",2.563011,1833
"CLEVELAND - STOP N SHOP",2.576798,3379
"CLEVELAND - STOP N SHOP",2.577212,1729
"CLEVELAND - STOP N SHOP",2.584435,1966
"CLEVELAND - STOP N SHOP",2.586303,3227
"CLEVELAND - STOP N SHOP",2.589988,2517
"CLEVELAND - STOP N SHOP",2.597132,2929
"CLEVELAND - STOP N SHOP",2.598661,4034
"CLEVELAND - STOP N SHOP",2.637179,4126
"CLEVELAND - STOP N SHOP",2.64251,4112
"CLEVELAND - STOP N SHOP",2.652584,4663
"CLEVELAND - STOP N SHOP",2.653127,5884
"CLEVELAND - STOP N SHOP",2.677766,3814
"CLEVELAND - STOP N SHOP",2.69077,3803
"CLEVELAND - STOP N SHOP",2.691662,3814
"CLEVELAND - STOP N SHOP",2.70484,3161
"CLEVELAND - STOP N SHOP",2.709564,2844
"CLEVELAND - STOP N SHOP",2.718639,3675
"CLEVELAND - STOP N SHOP",2.73194,5551
"CLEVELAND - STOP N SHOP",2.792503,4535
"CLEVELAND - STOP N SHOP",2.80886,2799
"CLEVELAND - STOP N SHOP",2.821331,3291
"CLEVELAND - STOP N SHOP",2.848475,2950
"CLEVELAND - STOP N SHOP",2.876634,2448
"CLEVELAND - STOP N SHOP",2.917943,2937
"CLEVELAND - STOP N SHOP",2.928016,4626
"CLEVELAND - STOP N SHOP",2.941447,3484
"CLEVELAND - STOP N SHOP",2.943521,3187
"CLEVELAND - STOP N SHOP",2.947305,4156
"CLEVELAND - STOP N SHOP",2.952689,2938
"CLEVELAND - STOP N SHOP",2.97616,3901
"CLEVELAND - STOP N SHOP",2.99249,2663
"CLEVELAND - STOP N SHOP",3.026392,3789
"CLEVELAND - STOP N SHOP",3.028722,2855
"CLEVELAND - STOP N SHOP",3.035781,2683
"CLEVELAND - STOP N SHOP",3.035995,3056
"CLEVELAND - STOP N SHOP",3.087012,2356
"CLEVELAND - STOP N SHOP",3.087228,3038
"CLEVELAND - STOP N SHOP",3.089501,2905
"CLEVELAND - STOP N SHOP",3.103649,3261
"CLEVELAND - STOP N SHOP",3.136346,2611
"CLEVELAND - STOP N SHOP",3.154187,2711
"CLEVELAND - STOP N SHOP",3.160729,2470
"CLEVELAND - STOP N SHOP",3.185737,2552
"COLUMBUS,OH - BIG BEAR",2.029701,5185
"COLUMBUS,OH - BIG BEAR",2.051127,6122
"COLUMBUS,OH - BIG BEAR",2.422862,4654
"COLUMBUS,OH - BIG BEAR",2.42734,3248
"COLUMBUS,OH - BIG BEAR",2.431738,3384
"COLUMBUS,OH - BIG BEAR",2.432935,3765
"COLUMBUS,OH - BIG BEAR",2.434676,3674
"COLUMBUS,OH - BIG BEAR",2.440711,4107
"COLUMBUS,OH - BIG BEAR",2.440813,2754
"COLUMBUS,OH - BIG BEAR",2.442513,2992
"COLUMBUS,OH - BIG BEAR",2.442951,4391
"COLUMBUS,OH - BIG BEAR",2.444508,3496
"COLUMBUS,OH - BIG BEAR",2.445489,3192
"COLUMBUS,OH - BIG BEAR",2.446116,3257
"COLUMBUS,OH - BIG BEAR",2.446409,2715
"COLUMBUS,OH - BIG BEAR",2.44725,3564
"COLUMBUS,OH - BIG BEAR",2.448754,3171
"COLUMBUS,OH - BIG BEAR",2.449615,2987
"COLUMBUS,OH - BIG BEAR",2.45401,2718
"COLUMBUS,OH - BIG BEAR",2.492167,3064
"COLUMBUS,OH - BIG BEAR",2.502633,2849
"COLUMBUS,OH - BIG BEAR",2.5041,2073
"COLUMBUS,OH - BIG BEAR",2.516773,2504
"COLUMBUS,OH - BIG BEAR",2.681692,2884
"COLUMBUS,OH - BIG BEAR",2.694945,3442
"COLUMBUS,OH - BIG BEAR",2.697862,3227
"COLUMBUS,OH - BIG BEAR",2.704279,2641
"COLUMBUS,OH - BIG BEAR",2.707611,2076
"COLUMBUS,OH - BIG BEAR",2.71058,2930
"COLUMBUS,OH - BIG BEAR",2.710766,2963
"COLUMBUS,OH - BIG BEAR",2.710778,2932
"COLUMBUS,OH - BIG BEAR",2.712756,3269
"COLUMBUS,OH - BIG BEAR",2.713546,2702
"COLUMBUS,OH - BIG BEAR",2.72168,2357
"COLUMBUS,OH - BIG BEAR",2.723296,3155
"COLUMBUS,OH - BIG BEAR",2.724157,1809
"COLUMBUS,OH - BIG BEAR",2.731329,2062
"COLUMBUS,OH - BIG BEAR",2.734912,2154
"COLUMBUS,OH - BIG BEAR",2.768062,2436
"COLUMBUS,OH - BIG BEAR",2.778596,2037
"COLUMBUS,OH - BIG BEAR",3.08812,1793
"COLUMBUS,OH - BIG BEAR",3.106534,1408
"COLUMBUS,OH - BIG BEAR",3.113043,1495
"COLUMBUS,OH - BIG BEAR",3.176906,1351
"COLUMBUS,OH - BIG BEAR",3.205968,1374
"COLUMBUS,OH - BIG BEAR",3.215923,1658
"COLUMBUS,OH - BIG BEAR",3.217284,1620
"COLUMBUS,OH - BIG BEAR",3.233029,1532
"COLUMBUS,OH - BIG BEAR",3.320432,1111
"COLUMBUS,OH - BIG BEAR",3.338772,1287
"COLUMBUS,OH - BIG BEAR",3.439544,1315
"COLUMBUS,OH - BIG BEAR",3.442392,1137
"COLUMBUS,OH - BIG BEAR",3.442782,1337
"COLUMBUS,OH - BIG BEAR",3.4458,2131
"COLUMBUS,OH - BIG BEAR",3.534538,941
"COLUMBUS,OH - BIG BEAR",3.537887,937
"COLUMBUS,OH - BIG BEAR",3.538373,873
"COLUMBUS,OH - BIG BEAR",3.54134,1149
"COLUMBUS,OH - BIG BEAR",3.541505,1289
"COLUMBUS,OH - BIG BEAR",3.545847,927
"COLUMBUS,OH - BIG BEAR",3.54836,1189
"COLUMBUS,OH - BIG BEAR",3.551069,1684
"COLUMBUS,OH - BIG BEAR",3.551844,1437
"COLUMBUS,OH - BIG BEAR",3.563953,1032
"COLUMBUS,OH - BIG BEAR",3.579304,1034
"COLUMBUS,OH - BIG BEAR",3.585385,1259
"COLUMBUS,OH - BIG BEAR",3.586364,1100
"COLUMBUS,OH - BIG BEAR",3.586667,900
"COLUMBUS,OH - KROGER CO",1.71998,11942
"COLUMBUS,OH - KROGER CO",1.98681,11903
"COLUMBUS,OH - KROGER CO",1.999926,13588
"COLUMBUS,OH - KROGER CO",2.21331,10323
"COLUMBUS,OH - KROGER CO",2.359673,3670
"COLUMBUS,OH - KROGER CO",2.360259,5088
"COLUMBUS,OH - KROGER CO",2.361008,4324
"COLUMBUS,OH - KROGER CO",2.38615,3408
"COLUMBUS,OH - KROGER CO",2.3862,3884
"COLUMBUS,OH - KROGER CO",2.386503,3097
"COLUMBUS,OH - KROGER CO",2.386511,2921
"COLUMBUS,OH - KROGER CO",2.386518,3397
"COLUMBUS,OH - KROGER CO",2.386545,3508
"COLUMBUS,OH - KROGER CO",2.386575,3337
"COLUMBUS,OH - KROGER CO",2.386603,9987
"COLUMBUS,OH - KROGER CO",2.386634,3621
"COLUMBUS,OH - KROGER CO",2.386641,5809
"COLUMBUS,OH - KROGER CO",2.386689,11164
"COLUMBUS,OH - KROGER CO",2.386695,4254
"COLUMBUS,OH - KROGER CO",2.386722,4308
"COLUMBUS,OH - KROGER CO",2.386728,3496
"COLUMBUS,OH - KROGER CO",2.386784,3511
"COLUMBUS,OH - KROGER CO",2.386792,3498
"COLUMBUS,OH - KROGER CO",2.386816,8495
"COLUMBUS,OH - KROGER CO",2.386841,3526
"COLUMBUS,OH - KROGER CO",2.386874,4190
"COLUMBUS,OH - KROGER CO",2.386876,5105
"COLUMBUS,OH - KROGER CO",2.38688,3430
"COLUMBUS,OH - KROGER CO",2.386952,7373
"COLUMBUS,OH - KROGER CO",2.387168,4551
"COLUMBUS,OH - KROGER CO",2.387228,4416
"COLUMBUS,OH - KROGER CO",2.393267,7842
"COLUMBUS,OH - KROGER CO",2.395676,5550
"COLUMBUS,OH - KROGER CO",2.403442,4997
"COLUMBUS,OH - KROGER CO",2.652824,5153
"COLUMBUS,OH - KROGER CO",2.653106,4572
"COLUMBUS,OH - KROGER CO",2.653284,5131
"COLUMBUS,OH - KROGER CO",2.653341,3352
"COLUMBUS,OH - KROGER CO",2.653352,5132
"COLUMBUS,OH - KROGER CO",2.653403,7112
"COLUMBUS,OH - KROGER CO",2.786094,2445
"COLUMBUS,OH - KROGER CO",2.786478,4023
"COLUMBUS,OH - KROGER CO",2.786486,2871
"COLUMBUS,OH - KROGER CO",2.786517,2403
"COLUMBUS,OH - KROGER CO",2.786578,2399
"COLUMBUS,OH - KROGER CO",2.786607,2240
"COLUMBUS,OH - KROGER CO",2.786741,2504
"COLUMBUS,OH - KROGER CO",2.786994,2568
"COLUMBUS,OH - KROGER CO",2.7872,2500
"COLUMBUS,OH - KROGER CO",2.919861,3731
"COLUMBUS,OH - KROGER CO",3.051433,3733
"COLUMBUS,OH - KROGER CO",3.053067,2299
"COLUMBUS,OH - KROGER CO",3.053286,3378
"COLUMBUS,OH - KROGER CO",3.095806,2432
"COLUMBUS,OH - KROGER CO",3.097839,3424
"COLUMBUS,OH - KROGER CO",3.166269,3771
"COLUMBUS,OH - KROGER CO",3.186368,2318
"COLUMBUS,OH - KROGER CO",3.187064,2149
"COLUMBUS,OH - KROGER CO",3.399749,2389
"COLUMBUS,OH - KROGER CO",3.451995,2958
"COLUMBUS,OH - KROGER CO",3.58643,2314
"DALLAS/FT. WORTH - ALBERTSONS",2.25316,5696
"DALLAS/FT. WORTH - ALBERTSONS",2.253237,6488
"DALLAS/FT. WORTH - ALBERTSONS",2.386518,6631
"DALLAS/FT. WORTH - ALBERTSONS",2.38653,6147
"DALLAS/FT. WORTH - ALBERTSONS",2.386691,5004
"DALLAS/FT. WORTH - ALBERTSONS",2.38678,6006
"DALLAS/FT. WORTH - ALBERTSONS",2.386811,4974
"DALLAS/FT. WORTH - ALBERTSONS",2.386835,5302
"DALLAS/FT. WORTH - ALBERTSONS",2.456511,4024
"DALLAS/FT. WORTH - ALBERTSONS",2.476113,6719
"DALLAS/FT. WORTH - ALBERTSONS",2.499207,4415
"DALLAS/FT. WORTH - ALBERTSONS",2.601114,5385
"DALLAS/FT. WORTH - ALBERTSONS",2.615614,6046
"DALLAS/FT. WORTH - ALBERTSONS",2.653165,5308
"DALLAS/FT. WORTH - ALBERTSONS",2.653226,3348
"DALLAS/FT. WORTH - ALBERTSONS",2.653431,6019
"DALLAS/FT. WORTH - ALBERTSONS",2.65344,5015
"DALLAS/FT. WORTH - ALBERTSONS",2.653543,3683
"DALLAS/FT. WORTH - ALBERTSONS",2.919472,3030
"DALLAS/FT. WORTH - ALBERTSONS",2.91972,3139
"DALLAS/FT. WORTH - ALBERTSONS",2.919993,5337
"DALLAS/FT. WORTH - ALBERTSONS",2.92,3975
"DALLAS/FT. WORTH - ALBERTSONS",2.920032,5052
"DALLAS/FT. WORTH - ALBERTSONS",2.920077,5743
"DALLAS/FT. WORTH - ALBERTSONS",2.920091,3967
"DALLAS/FT. WORTH - ALBERTSONS",2.920247,3887
"DALLAS/FT. WORTH - ALBERTSONS",2.959103,4279
"DALLAS/FT. WORTH - ALBERTSONS",3.052951,3626
"DALLAS/FT. WORTH - ALBERTSONS",3.053451,4434
"DALLAS/FT. WORTH - ALBERTSONS",3.130759,3885
"DALLAS/FT. WORTH - ALBERTSONS",3.18629,3720
"DALLAS/FT. WORTH - ALBERTSONS",3.186522,3324
"DALLAS/FT. WORTH - ALBERTSONS",3.186591,3505
"DALLAS/FT. WORTH - ALBERTSONS",3.186692,3171
"DALLAS/FT. WORTH - ALBERTSONS",3.186723,2817
"DALLAS/FT. WORTH - ALBERTSONS",3.186754,3352
"DALLAS/FT. WORTH - ALBERTSONS",3.186826,2505
"DALLAS/FT. WORTH - ALBERTSONS",3.186873,3489
"DALLAS/FT. WORTH - ALBERTSONS",3.187166,2992
"DALLAS/FT. WORTH - ALBERTSONS",3.205333,3000
"DALLAS/FT. WORTH - ALBERTSONS",3.222183,2867
"DALLAS/FT. WORTH - ALBERTSONS",3.319362,2696
"DALLAS/FT. WORTH - ALBERTSONS",3.319735,2721
"DALLAS/FT. WORTH - ALBERTSONS",3.31982,2886
"DALLAS/FT. WORTH - ALBERTSONS",3.336254,2739
"DALLAS/FT. WORTH - ALBERTSONS",3.341118,2826
"DALLAS/FT. WORTH - ALBERTSONS",3.452711,3172
"DALLAS/FT. WORTH - ALBERTSONS",3.452873,3533
"DALLAS/FT. WORTH - ALBERTSONS",3.452954,4857
"DALLAS/FT. WORTH - ALBERTSONS",3.453045,3514
"DALLAS/FT. WORTH - ALBERTSONS",3.453054,3717
"DALLAS/FT. WORTH - ALBERTSONS",3.453161,3480
"DALLAS/FT. WORTH - ALBERTSONS",3.453165,3160
"DALLAS/FT. WORTH - ALBERTSONS",3.453193,3899
"DALLAS/FT. WORTH - ALBERTSONS",3.453412,2887
"DALLAS/FT. WORTH - ALBERTSONS",3.453548,3735
"DALLAS/FT. WORTH - ALBERTSONS",3.453598,2974
"DALLAS/FT. WORTH - ALBERTSONS",3.453665,3097
"DALLAS/FT. WORTH - ALBERTSONS",3.453741,2713
"DALLAS/FT. WORTH - ALBERTSONS",3.453782,3451
"DALLAS/FT. WORTH - ALBERTSONS",3.453839,3347
"DALLAS/FT. WORTH - KROGER CO",2.410523,8952
"DALLAS/FT. WORTH - KROGER CO",2.410578,9019
"DALLAS/FT. WORTH - KROGER CO",2.412148,8759
"DALLAS/FT. WORTH - KROGER CO",2.412952,8817
"DALLAS/FT. WORTH - KROGER CO",2.415339,7471
"DALLAS/FT. WORTH - KROGER CO",2.416966,7250
"DALLAS/FT. WORTH - KROGER CO",2.419101,6984
"DALLAS/FT. WORTH - KROGER CO",2.421027,8142
"DALLAS/FT. WORTH - KROGER CO",2.421379,8541
"DALLAS/FT. WORTH - KROGER CO",2.42637,7334
"DALLAS/FT. WORTH - KROGER CO",2.428606,8229
"DALLAS/FT. WORTH - KROGER CO",2.430754,5170
"DALLAS/FT. WORTH - KROGER CO",2.430754,6874
"DALLAS/FT. WORTH - KROGER CO",2.433065,5468
"DALLAS/FT. WORTH - KROGER CO",2.433291,7143
"DALLAS/FT. WORTH - KROGER CO",2.436456,5091
"DALLAS/FT. WORTH - KROGER CO",2.436798,6321
"DALLAS/FT. WORTH - KROGER CO",2.438783,4239
"DALLAS/FT. WORTH - KROGER CO",2.439059,3528
"DALLAS/FT. WORTH - KROGER CO",2.439296,5115
"DALLAS/FT. WORTH - KROGER CO",2.441171,5771
"DALLAS/FT. WORTH - KROGER CO",2.445514,5506
"DALLAS/FT. WORTH - KROGER CO",2.446637,5219
"DALLAS/FT. WORTH - KROGER CO",2.467901,6480
"DALLAS/FT. WORTH - KROGER CO",2.501503,4656
"DALLAS/FT. WORTH - KROGER CO",2.653014,2588
"DALLAS/FT. WORTH - KROGER CO",2.653094,2456
"DALLAS/FT. WORTH - KROGER CO",2.653294,3415
"DALLAS/FT. WORTH - KROGER CO",2.653311,4168
"DALLAS/FT. WORTH - KROGER CO",2.653495,7010
"DALLAS/FT. WORTH - KROGER CO",2.653645,3635
"DALLAS/FT. WORTH - KROGER CO",2.672152,4740
"DALLAS/FT. WORTH - KROGER CO",2.828897,5523
"DALLAS/FT. WORTH - KROGER CO",2.919505,3230
"DALLAS/FT. WORTH - KROGER CO",2.919857,3082
"DALLAS/FT. WORTH - KROGER CO",2.920025,3201
"DALLAS/FT. WORTH - KROGER CO",3.053311,2401
"DALLAS/FT. WORTH - KROGER CO",3.05443,2517
"DALLAS/FT. WORTH - KROGER CO",3.104167,1824
"DALLAS/FT. WORTH - KROGER CO",3.113445,2380
"DALLAS/FT. WORTH - KROGER CO",3.120874,2242
"DALLAS/FT. WORTH - KROGER CO",3.153042,2679
"DALLAS/FT. WORTH - KROGER CO",3.598055,1851
"DALLAS/FT. WORTH - KROGER CO",3.608342,1846
"DALLAS/FT. WORTH - KROGER CO",3.610256,2535
"DALLAS/FT. WORTH - KROGER CO",3.639361,3003
"DALLAS/FT. WORTH - KROGER CO",3.66064,2157
"DALLAS/FT. WORTH - KROGER CO",3.706422,2071
"DALLAS/FT. WORTH - KROGER CO",3.727885,3267
"DALLAS/FT. WORTH - KROGER CO",3.728585,3047
"DALLAS/FT. WORTH - KROGER CO",3.729699,2623
"DALLAS/FT. WORTH - KROGER CO",3.729842,2158
"DALLAS/FT. WORTH - KROGER CO",3.731177,1979
"DALLAS/FT. WORTH - KROGER CO",3.731402,1519
"DALLAS/FT. WORTH - KROGER CO",3.731609,1237
"DALLAS/FT. WORTH - KROGER CO",3.731651,3883
"DALLAS/FT. WORTH - KROGER CO",3.732342,1345
"DALLAS/FT. WORTH - KROGER CO",3.733374,1624
"DALLAS/FT. WORTH - KROGER CO",3.733482,2240
"DALLAS/FT. WORTH - KROGER CO",3.735772,2214
"DALLAS/FT. WORTH - KROGER CO",3.736603,1978
"DALLAS/FT. WORTH - TOM THUMB",1.31998,32402
"DALLAS/FT. WORTH - TOM THUMB",1.320012,37533
"DALLAS/FT. WORTH - TOM THUMB",1.946353,2591
"DALLAS/FT. WORTH - TOM THUMB",1.957033,2211
"DALLAS/FT. WORTH - TOM THUMB",2.333576,5492
"DALLAS/FT. WORTH - TOM THUMB",2.386455,6940
"DALLAS/FT. WORTH - TOM THUMB",2.653435,5895
"DALLAS/FT. WORTH - TOM THUMB",2.653678,2515
"DALLAS/FT. WORTH - TOM THUMB",2.664883,1495
"DALLAS/FT. WORTH - TOM THUMB",2.666008,3036
"DALLAS/FT. WORTH - TOM THUMB",2.666185,3460
"DALLAS/FT. WORTH - TOM THUMB",2.666388,5986
"DALLAS/FT. WORTH - TOM THUMB",2.666495,3880
"DALLAS/FT. WORTH - TOM THUMB",2.666522,6900
"DALLAS/FT. WORTH - TOM THUMB",2.666615,6437
"DALLAS/FT. WORTH - TOM THUMB",2.666667,1899
"DALLAS/FT. WORTH - TOM THUMB",2.666667,6126
"DALLAS/FT. WORTH - TOM THUMB",2.666777,6038
